A,B,Longitude,Latitude,Satellite,Value,G,H,I,J,K
1212,9.67E+14,82.938,25.267,F12199609051550.WB.OIS.vis.tif,13,1212,F121996,9,5,1550
1212,9.67E+14,82.938,25.267,F12199609061356.WB.OIS.vis.tif,255,1212,F121996,9,6,1356
1212,9.67E+14,82.938,25.267,F12199609061538.WB.OIS.vis.tif,17,1212,F121996,9,6,1538
1212,9.67E+14,82.938,25.267,F12199609061720.WB.OIS.vis.tif,255,1212,F121996,9,6,1720
1212,9.67E+14,82.938,25.267,F12199609071344.WB.OIS.vis.tif,255,1212,F121996,9,7,1344
1212,9.67E+14,82.938,25.267,F12199609071526.WB.OIS.vis.tif,6,1212,F121996,9,7,1526
1212,9.67E+14,82.938,25.267,F12199609071708.WB.OIS.vis.tif,255,1212,F121996,9,7,1708
1212,9.67E+14,82.938,25.267,F12199609091320.WB.OIS.vis.tif,255,1212,F121996,9,9,1320
1212,9.67E+14,82.938,25.267,F12199609091502.WB.OIS.vis.tif,10,1212,F121996,9,9,1502
1212,9.67E+14,82.938,25.267,F12199609091644.WB.OIS.vis.tif,255,1212,F121996,9,9,1644
1212,9.67E+14,82.938,25.267,F12199609101308.WB.OIS.vis.tif,255,1212,F121996,9,10,1308
1212,9.67E+14,82.938,25.267,F12199609101450.WB.OIS.vis.tif,7,1212,F121996,9,10,1450
1212,9.67E+14,82.938,25.267,F12199609101632.WB.OIS.vis.tif,255,1212,F121996,9,10,1632
1212,9.67E+14,82.938,25.267,F12199609111255.WB.OIS.vis.tif,255,1212,F121996,9,11,1255
1212,9.67E+14,82.938,25.267,F12199609111437.WB.OIS.vis.tif,12,1212,F121996,9,11,1437
1212,9.67E+14,82.938,25.267,F12199609111619.WB.OIS.vis.tif,255,1212,F121996,9,11,1619
1212,9.67E+14,82.938,25.267,F12199609121243.WB.OIS.vis.tif,255,1212,F121996,9,12,1243
1212,9.67E+14,82.938,25.267,F12199609121425.WB.OIS.vis.tif,7,1212,F121996,9,12,1425
1212,9.67E+14,82.938,25.267,F12199609121607.WB.OIS.vis.tif,17,1212,F121996,9,12,1607
1212,9.67E+14,82.938,25.267,F12199609131413.WB.OIS.vis.tif,11,1212,F121996,9,13,1413
1212,9.67E+14,82.938,25.267,F12199609131555.WB.OIS.vis.tif,10,1212,F121996,9,13,1555
1212,9.67E+14,82.938,25.267,F12199609151349.WB.OIS.vis.tif,255,1212,F121996,9,15,1349
1212,9.67E+14,82.938,25.267,F12199609151531.WB.OIS.vis.tif,11,1212,F121996,9,15,1531
1212,9.67E+14,82.938,25.267,F12199609171325.WB.OIS.vis.tif,255,1212,F121996,9,17,1325
1212,9.67E+14,82.938,25.267,F12199609171507.WB.OIS.vis.tif,9,1212,F121996,9,17,1507
1212,9.67E+14,82.938,25.267,F12199609171649.WB.OIS.vis.tif,255,1212,F121996,9,17,1649
1212,9.67E+14,82.938,25.267,F12199609181313.WB.OIS.vis.tif,255,1212,F121996,9,18,1313
1212,9.67E+14,82.938,25.267,F12199609191301.WB.OIS.vis.tif,255,1212,F121996,9,19,1301
1212,9.67E+14,82.938,25.267,F12199609191443.WB.OIS.vis.tif,8,1212,F121996,9,19,1443
1212,9.67E+14,82.938,25.267,F12199609191625.WB.OIS.vis.tif,255,1212,F121996,9,19,1625
1212,9.67E+14,82.938,25.267,F12199609201249.WB.OIS.vis.tif,255,1212,F121996,9,20,1249
1212,9.67E+14,82.938,25.267,F12199609201431.WB.OIS.vis.tif,6,1212,F121996,9,20,1431
1212,9.67E+14,82.938,25.267,F12199609201613.WB.OIS.vis.tif,255,1212,F121996,9,20,1613
1212,9.67E+14,82.938,25.267,F12199609211237.WB.OIS.vis.tif,255,1212,F121996,9,21,1237
1212,9.67E+14,82.938,25.267,F12199609211419.WB.OIS.vis.tif,8,1212,F121996,9,21,1419
1212,9.67E+14,82.938,25.267,F12199609211601.WB.OIS.vis.tif,11,1212,F121996,9,21,1601
1212,9.67E+14,82.938,25.267,F12199609221407.WB.OIS.vis.tif,18,1212,F121996,9,22,1407
1212,9.67E+14,82.938,25.267,F12199609221549.WB.OIS.vis.tif,29,1212,F121996,9,22,1549
1212,9.67E+14,82.938,25.267,F12199609231355.WB.OIS.vis.tif,255,1212,F121996,9,23,1355
1212,9.67E+14,82.938,25.267,F12199609231537.WB.OIS.vis.tif,8,1212,F121996,9,23,1537
1212,9.67E+14,82.938,25.267,F12199609231719.WB.OIS.vis.tif,255,1212,F121996,9,23,1719
1212,9.67E+14,82.938,25.267,F12199609241343.WB.OIS.vis.tif,255,1212,F121996,9,24,1343
1212,9.67E+14,82.938,25.267,F12199609241525.WB.OIS.vis.tif,11,1212,F121996,9,24,1525
1212,9.67E+14,82.938,25.267,F12199609241707.WB.OIS.vis.tif,255,1212,F121996,9,24,1707
1212,9.67E+14,82.938,25.267,F12199609251331.WB.OIS.vis.tif,255,1212,F121996,9,25,1331
1212,9.67E+14,82.938,25.267,F12199609251513.WB.OIS.vis.tif,7,1212,F121996,9,25,1513
1212,9.67E+14,82.938,25.267,F12199609251655.WB.OIS.vis.tif,255,1212,F121996,9,25,1655
1212,9.67E+14,82.938,25.267,F12199609261319.WB.OIS.vis.tif,255,1212,F121996,9,26,1319
1212,9.67E+14,82.938,25.267,F12199609261501.WB.OIS.vis.tif,9,1212,F121996,9,26,1501
1212,9.67E+14,82.938,25.267,F12199609261643.WB.OIS.vis.tif,255,1212,F121996,9,26,1643
1212,9.67E+14,82.938,25.267,F12199609271307.WB.OIS.vis.tif,255,1212,F121996,9,27,1307
1212,9.67E+14,82.938,25.267,F12199609271449.WB.OIS.vis.tif,19,1212,F121996,9,27,1449
1212,9.67E+14,82.938,25.267,F12199609271631.WB.OIS.vis.tif,255,1212,F121996,9,27,1631
1212,9.67E+14,82.938,25.267,F12199609281255.WB.OIS.vis.tif,255,1212,F121996,9,28,1255
1212,9.67E+14,82.938,25.267,F12199609281437.WB.OIS.vis.tif,14,1212,F121996,9,28,1437
1212,9.67E+14,82.938,25.267,F12199609281619.WB.OIS.vis.tif,255,1212,F121996,9,28,1619
1212,9.67E+14,82.938,25.267,F12199609291243.WB.OIS.vis.tif,255,1212,F121996,9,29,1243
1212,9.67E+14,82.938,25.267,F12199609291425.WB.OIS.vis.tif,26,1212,F121996,9,29,1425
1212,9.67E+14,82.938,25.267,F12199609291607.WB.OIS.vis.tif,24,1212,F121996,9,29,1607
1212,9.67E+14,82.938,25.267,F12199609301413.WB.OIS.vis.tif,14,1212,F121996,9,30,1413
1212,9.67E+14,82.938,25.267,F12199610011401.WB.OIS.vis.tif,255,1212,F121996,10,1,1401
1212,9.67E+14,82.938,25.267,F12199610011543.WB.OIS.vis.tif,12,1212,F121996,10,1,1543
1212,9.67E+14,82.938,25.267,F12199610011725.WB.OIS.vis.tif,255,1212,F121996,10,1,1725
1212,9.67E+14,82.938,25.267,F12199610021349.WB.OIS.vis.tif,255,1212,F121996,10,2,1349
1212,9.67E+14,82.938,25.267,F12199610021531.WB.OIS.vis.tif,13,1212,F121996,10,2,1531
1212,9.67E+14,82.938,25.267,F12199610021713.WB.OIS.vis.tif,255,1212,F121996,10,2,1713
1212,9.67E+14,82.938,25.267,F12199610031336.WB.OIS.vis.tif,255,1212,F121996,10,3,1336
1212,9.67E+14,82.938,25.267,F12199610031518.WB.OIS.vis.tif,19,1212,F121996,10,3,1518
1212,9.67E+14,82.938,25.267,F12199610031700.WB.OIS.vis.tif,255,1212,F121996,10,3,1700
1212,9.67E+14,82.938,25.267,F12199610051636.WB.OIS.vis.tif,255,1212,F121996,10,5,1636
1212,9.67E+14,82.938,25.267,F12199610071248.WB.OIS.vis.tif,255,1212,F121996,10,7,1248
1212,9.67E+14,82.938,25.267,F12199610071430.WB.OIS.vis.tif,10,1212,F121996,10,7,1430
1212,9.67E+14,82.938,25.267,F12199610071612.WB.OIS.vis.tif,32,1212,F121996,10,7,1612
1212,9.67E+14,82.938,25.267,F12199610081418.WB.OIS.vis.tif,8,1212,F121996,10,8,1418
1212,9.67E+14,82.938,25.267,F12199610081600.WB.OIS.vis.tif,12,1212,F121996,10,8,1600
1212,9.67E+14,82.938,25.267,F12199610091406.WB.OIS.vis.tif,6,1212,F121996,10,9,1406
1212,9.67E+14,82.938,25.267,F12199610091548.WB.OIS.vis.tif,25,1212,F121996,10,9,1548
1212,9.67E+14,82.938,25.267,F12199610111342.WB.OIS.vis.tif,255,1212,F121996,10,11,1342
1212,9.67E+14,82.938,25.267,F12199610111524.WB.OIS.vis.tif,9,1212,F121996,10,11,1524
1212,9.67E+14,82.938,25.267,F12199610111706.WB.OIS.vis.tif,255,1212,F121996,10,11,1706
1212,9.67E+14,82.938,25.267,F12199610121330.WB.OIS.vis.tif,255,1212,F121996,10,12,1330
1212,9.67E+14,82.938,25.267,F12199610121512.WB.OIS.vis.tif,11,1212,F121996,10,12,1512
1212,9.67E+14,82.938,25.267,F12199610121654.WB.OIS.vis.tif,255,1212,F121996,10,12,1654
1212,9.67E+14,82.938,25.267,F12199610131318.WB.OIS.vis.tif,255,1212,F121996,10,13,1318
1212,9.67E+14,82.938,25.267,F12199610131500.WB.OIS.vis.tif,13,1212,F121996,10,13,1500
1212,9.67E+14,82.938,25.267,F12199610131642.WB.OIS.vis.tif,255,1212,F121996,10,13,1642
1212,9.67E+14,82.938,25.267,F12199610141306.WB.OIS.vis.tif,255,1212,F121996,10,14,1306
1212,9.67E+14,82.938,25.267,F12199610141448.WB.OIS.vis.tif,8,1212,F121996,10,14,1448
1212,9.67E+14,82.938,25.267,F12199610141630.WB.OIS.vis.tif,255,1212,F121996,10,14,1630
1212,9.67E+14,82.938,25.267,F12199610151254.WB.OIS.vis.tif,255,1212,F121996,10,15,1254
1212,9.67E+14,82.938,25.267,F12199610151436.WB.OIS.vis.tif,10,1212,F121996,10,15,1436
1212,9.67E+14,82.938,25.267,F12199610151618.WB.OIS.vis.tif,255,1212,F121996,10,15,1618
1212,9.67E+14,82.938,25.267,F12199610161242.WB.OIS.vis.tif,255,1212,F121996,10,16,1242
1212,9.67E+14,82.938,25.267,F12199610161424.WB.OIS.vis.tif,8,1212,F121996,10,16,1424
1212,9.67E+14,82.938,25.267,F12199610161606.WB.OIS.vis.tif,21,1212,F121996,10,16,1606
1212,9.67E+14,82.938,25.267,F12199610171412.WB.OIS.vis.tif,13,1212,F121996,10,17,1412
1212,9.67E+14,82.938,25.267,F12199610171554.WB.OIS.vis.tif,23,1212,F121996,10,17,1554
1212,9.67E+14,82.938,25.267,F12199610191347.WB.OIS.vis.tif,255,1212,F121996,10,19,1347
1212,9.67E+14,82.938,25.267,F12199610191529.WB.OIS.vis.tif,9,1212,F121996,10,19,1529
1212,9.67E+14,82.938,25.267,F12199610191711.WB.OIS.vis.tif,255,1212,F121996,10,19,1711
1212,9.67E+14,82.938,25.267,F12199610201335.WB.OIS.vis.tif,255,1212,F121996,10,20,1335
1212,9.67E+14,82.938,25.267,F12199610201517.WB.OIS.vis.tif,9,1212,F121996,10,20,1517
1212,9.67E+14,82.938,25.267,F12199610201659.WB.OIS.vis.tif,255,1212,F121996,10,20,1659
1212,9.67E+14,82.938,25.267,F12199610211323.WB.OIS.vis.tif,255,1212,F121996,10,21,1323
1212,9.67E+14,82.938,25.267,F12199610211505.WB.OIS.vis.tif,22,1212,F121996,10,21,1505
1212,9.67E+14,82.938,25.267,F12199610211647.WB.OIS.vis.tif,255,1212,F121996,10,21,1647
1212,9.67E+14,82.938,25.267,F12199610221311.WB.OIS.vis.tif,255,1212,F121996,10,22,1311
1212,9.67E+14,82.938,25.267,F12199610221453.WB.OIS.vis.tif,23,1212,F121996,10,22,1453
1212,9.67E+14,82.938,25.267,F12199610221635.WB.OIS.vis.tif,255,1212,F121996,10,22,1635
1212,9.67E+14,82.938,25.267,F12199610231259.WB.OIS.vis.tif,255,1212,F121996,10,23,1259
1212,9.67E+14,82.938,25.267,F12199610231441.WB.OIS.vis.tif,9,1212,F121996,10,23,1441
1212,9.67E+14,82.938,25.267,F12199610231623.WB.OIS.vis.tif,255,1212,F121996,10,23,1623
1212,9.67E+14,82.938,25.267,F12199610241247.WB.OIS.vis.tif,255,1212,F121996,10,24,1247
1212,9.67E+14,82.938,25.267,F12199610241429.WB.OIS.vis.tif,7,1212,F121996,10,24,1429
1212,9.67E+14,82.938,25.267,F12199610241611.WB.OIS.vis.tif,9,1212,F121996,10,24,1611
1212,9.67E+14,82.938,25.267,F12199610251417.WB.OIS.vis.tif,11,1212,F121996,10,25,1417
1212,9.67E+14,82.938,25.267,F12199610251559.WB.OIS.vis.tif,13,1212,F121996,10,25,1559
1212,9.67E+14,82.938,25.267,F12199610261405.WB.OIS.vis.tif,9,1212,F121996,10,26,1405
1212,9.67E+14,82.938,25.267,F12199610261547.WB.OIS.vis.tif,6,1212,F121996,10,26,1547
1212,9.67E+14,82.938,25.267,F12199610271353.WB.OIS.vis.tif,255,1212,F121996,10,27,1353
1212,9.67E+14,82.938,25.267,F12199610271535.WB.OIS.vis.tif,6,1212,F121996,10,27,1535
1212,9.67E+14,82.938,25.267,F12199610271717.WB.OIS.vis.tif,255,1212,F121996,10,27,1717
1212,9.67E+14,82.938,25.267,F12199610281341.WB.OIS.vis.tif,255,1212,F121996,10,28,1341
1212,9.67E+14,82.938,25.267,F12199610281705.WB.OIS.vis.tif,255,1212,F121996,10,28,1705
1212,9.67E+14,82.938,25.267,F12199610291329.WB.OIS.vis.tif,255,1212,F121996,10,29,1329
1212,9.67E+14,82.938,25.267,F12199610291511.WB.OIS.vis.tif,7,1212,F121996,10,29,1511
1212,9.67E+14,82.938,25.267,F12199610291653.WB.OIS.vis.tif,255,1212,F121996,10,29,1653
1212,9.67E+14,82.938,25.267,F12199610301317.WB.OIS.vis.tif,255,1212,F121996,10,30,1317
1212,9.67E+14,82.938,25.267,F12199610301459.WB.OIS.vis.tif,12,1212,F121996,10,30,1459
1212,9.67E+14,82.938,25.267,F12199610301641.WB.OIS.vis.tif,255,1212,F121996,10,30,1641
1212,9.67E+14,82.938,25.267,F12199610311304.WB.OIS.vis.tif,255,1212,F121996,10,31,1304
1212,9.67E+14,82.938,25.267,F12199610311446.WB.OIS.vis.tif,11,1212,F121996,10,31,1446
1212,9.67E+14,82.938,25.267,F12199610311628.WB.OIS.vis.tif,255,1212,F121996,10,31,1628
1212,9.67E+14,82.938,25.267,F12199611011252.WB.OIS.vis.tif,255,1212,F121996,11,1,1252
1212,9.67E+14,82.938,25.267,F12199611011434.WB.OIS.vis.tif,3,1212,F121996,11,1,1434
1212,9.67E+14,82.938,25.267,F12199611011616.WB.OIS.vis.tif,255,1212,F121996,11,1,1616
1212,9.67E+14,82.938,25.267,F12199611021422.WB.OIS.vis.tif,7,1212,F121996,11,2,1422
1212,9.67E+14,82.938,25.267,F12199611021604.WB.OIS.vis.tif,9,1212,F121996,11,2,1604
1212,9.67E+14,82.938,25.267,F12199611031410.WB.OIS.vis.tif,14,1212,F121996,11,3,1410
1212,9.67E+14,82.938,25.267,F12199611031552.WB.OIS.vis.tif,6,1212,F121996,11,3,1552
1212,9.67E+14,82.938,25.267,F12199611041358.WB.OIS.vis.tif,255,1212,F121996,11,4,1358
1212,9.67E+14,82.938,25.267,F12199611041540.WB.OIS.vis.tif,9,1212,F121996,11,4,1540
1212,9.67E+14,82.938,25.267,F12199611041722.WB.OIS.vis.tif,255,1212,F121996,11,4,1722
1212,9.67E+14,82.938,25.267,F12199611051346.WB.OIS.vis.tif,255,1212,F121996,11,5,1346
1212,9.67E+14,82.938,25.267,F12199611051528.WB.OIS.vis.tif,11,1212,F121996,11,5,1528
1212,9.67E+14,82.938,25.267,F12199611051710.WB.OIS.vis.tif,255,1212,F121996,11,5,1710
1212,9.67E+14,82.938,25.267,F12199611061334.WB.OIS.vis.tif,255,1212,F121996,11,6,1334
1212,9.67E+14,82.938,25.267,F12199611061516.WB.OIS.vis.tif,8,1212,F121996,11,6,1516
1212,9.67E+14,82.938,25.267,F12199611061658.WB.OIS.vis.tif,255,1212,F121996,11,6,1658
1212,9.67E+14,82.938,25.267,F12199611081310.WB.OIS.vis.tif,255,1212,F121996,11,8,1310
1212,9.67E+14,82.938,25.267,F12199611081452.WB.OIS.vis.tif,12,1212,F121996,11,8,1452
1212,9.67E+14,82.938,25.267,F12199611081634.WB.OIS.vis.tif,255,1212,F121996,11,8,1634
1212,9.67E+14,82.938,25.267,F12199611091258.WB.OIS.vis.tif,255,1212,F121996,11,9,1258
1212,9.67E+14,82.938,25.267,F12199611091440.WB.OIS.vis.tif,9,1212,F121996,11,9,1440
1212,9.67E+14,82.938,25.267,F12199611091622.WB.OIS.vis.tif,255,1212,F121996,11,9,1622
1212,9.67E+14,82.938,25.267,F12199611101245.WB.OIS.vis.tif,255,1212,F121996,11,10,1245
1212,9.67E+14,82.938,25.267,F12199611101427.WB.OIS.vis.tif,20,1212,F121996,11,10,1427
1212,9.67E+14,82.938,25.267,F12199611101609.WB.OIS.vis.tif,51,1212,F121996,11,10,1609
1212,9.67E+14,82.938,25.267,F12199611111415.WB.OIS.vis.tif,14,1212,F121996,11,11,1415
1212,9.67E+14,82.938,25.267,F12199611111557.WB.OIS.vis.tif,32,1212,F121996,11,11,1557
1212,9.67E+14,82.938,25.267,F12199611141339.WB.OIS.vis.tif,255,1212,F121996,11,14,1339
1212,9.67E+14,82.938,25.267,F12199611141521.WB.OIS.vis.tif,14,1212,F121996,11,14,1521
1212,9.67E+14,82.938,25.267,F12199611161457.WB.OIS.vis.tif,16,1212,F121996,11,16,1457
1212,9.67E+14,82.938,25.267,F12199611161639.WB.OIS.vis.tif,255,1212,F121996,11,16,1639
1212,9.67E+14,82.938,25.267,F12199611171303.WB.OIS.vis.tif,255,1212,F121996,11,17,1303
1212,9.67E+14,82.938,25.267,F12199611171445.WB.OIS.vis.tif,9,1212,F121996,11,17,1445
1212,9.67E+14,82.938,25.267,F12199611171627.WB.OIS.vis.tif,255,1212,F121996,11,17,1627
1212,9.67E+14,82.938,25.267,F12199611181251.WB.OIS.vis.tif,255,1212,F121996,11,18,1251
1212,9.67E+14,82.938,25.267,F12199611181433.WB.OIS.vis.tif,8,1212,F121996,11,18,1433
1212,9.67E+14,82.938,25.267,F12199611181615.WB.OIS.vis.tif,17,1212,F121996,11,18,1615
1212,9.67E+14,82.938,25.267,F12199611191420.WB.OIS.vis.tif,8,1212,F121996,11,19,1420
1212,9.67E+14,82.938,25.267,F12199611191602.WB.OIS.vis.tif,11,1212,F121996,11,19,1602
1212,9.67E+14,82.938,25.267,F12199611201550.WB.OIS.vis.tif,10,1212,F121996,11,20,1550
1212,9.67E+14,82.938,25.267,F12199611211356.WB.OIS.vis.tif,255,1212,F121996,11,21,1356
1212,9.67E+14,82.938,25.267,F12199611211538.WB.OIS.vis.tif,6,1212,F121996,11,21,1538
1212,9.67E+14,82.938,25.267,F12199611211720.WB.OIS.vis.tif,255,1212,F121996,11,21,1720
1212,9.67E+14,82.938,25.267,F12199611221344.WB.OIS.vis.tif,255,1212,F121996,11,22,1344
1212,9.67E+14,82.938,25.267,F12199611221526.WB.OIS.vis.tif,7,1212,F121996,11,22,1526
1212,9.67E+14,82.938,25.267,F12199611221708.WB.OIS.vis.tif,255,1212,F121996,11,22,1708
1212,9.67E+14,82.938,25.267,F12199611231332.WB.OIS.vis.tif,255,1212,F121996,11,23,1332
1212,9.67E+14,82.938,25.267,F12199611231514.WB.OIS.vis.tif,7,1212,F121996,11,23,1514
1212,9.67E+14,82.938,25.267,F12199611231656.WB.OIS.vis.tif,255,1212,F121996,11,23,1656
1212,9.67E+14,82.938,25.267,F12199611241320.WB.OIS.vis.tif,255,1212,F121996,11,24,1320
1212,9.67E+14,82.938,25.267,F12199611241502.WB.OIS.vis.tif,9,1212,F121996,11,24,1502
1212,9.67E+14,82.938,25.267,F12199611241644.WB.OIS.vis.tif,255,1212,F121996,11,24,1644
1212,9.67E+14,82.938,25.267,F12199611251308.WB.OIS.vis.tif,255,1212,F121996,11,25,1308
1212,9.67E+14,82.938,25.267,F12199611251450.WB.OIS.vis.tif,12,1212,F121996,11,25,1450
1212,9.67E+14,82.938,25.267,F12199611251632.WB.OIS.vis.tif,255,1212,F121996,11,25,1632
1212,9.67E+14,82.938,25.267,F12199611261437.WB.OIS.vis.tif,11,1212,F121996,11,26,1437
1212,9.67E+14,82.938,25.267,F12199611261619.WB.OIS.vis.tif,255,1212,F121996,11,26,1619
1212,9.67E+14,82.938,25.267,F12199611271425.WB.OIS.vis.tif,8,1212,F121996,11,27,1425
1212,9.67E+14,82.938,25.267,F12199611271607.WB.OIS.vis.tif,7,1212,F121996,11,27,1607
1212,9.67E+14,82.938,25.267,F12199611281413.WB.OIS.vis.tif,14,1212,F121996,11,28,1413
1212,9.67E+14,82.938,25.267,F12199611281555.WB.OIS.vis.tif,8,1212,F121996,11,28,1555
1212,9.67E+14,82.938,25.267,F12199611291401.WB.OIS.vis.tif,255,1212,F121996,11,29,1401
1212,9.67E+14,82.938,25.267,F12199611291543.WB.OIS.vis.tif,11,1212,F121996,11,29,1543
1212,9.67E+14,82.938,25.267,F12199611291725.WB.OIS.vis.tif,255,1212,F121996,11,29,1725
1212,9.67E+14,82.938,25.267,F12199611301349.WB.OIS.vis.tif,255,1212,F121996,11,30,1349
1212,9.67E+14,82.938,25.267,F12199611301531.WB.OIS.vis.tif,8,1212,F121996,11,30,1531
1212,9.67E+14,82.938,25.267,F12199611301713.WB.OIS.vis.tif,255,1212,F121996,11,30,1713
1212,9.67E+14,82.938,25.267,F12199612011337.WB.OIS.vis.tif,255,1212,F121996,12,1,1337
1212,9.67E+14,82.938,25.267,F12199612011519.WB.OIS.vis.tif,15,1212,F121996,12,1,1519
1212,9.67E+14,82.938,25.267,F12199612011701.WB.OIS.vis.tif,255,1212,F121996,12,1,1701
1212,9.67E+14,82.938,25.267,F12199612021506.WB.OIS.vis.tif,12,1212,F121996,12,2,1506
1212,9.67E+14,82.938,25.267,F12199612021648.WB.OIS.vis.tif,255,1212,F121996,12,2,1648
1212,9.67E+14,82.938,25.267,F12199612031312.WB.OIS.vis.tif,255,1212,F121996,12,3,1312
1212,9.67E+14,82.938,25.267,F12199612031454.WB.OIS.vis.tif,3,1212,F121996,12,3,1454
1212,9.67E+14,82.938,25.267,F12199612031636.WB.OIS.vis.tif,255,1212,F121996,12,3,1636
1212,9.67E+14,82.938,25.267,F12199612041300.WB.OIS.vis.tif,255,1212,F121996,12,4,1300
1212,9.67E+14,82.938,25.267,F12199612041442.WB.OIS.vis.tif,24,1212,F121996,12,4,1442
1212,9.67E+14,82.938,25.267,F12199612041624.WB.OIS.vis.tif,255,1212,F121996,12,4,1624
1212,9.67E+14,82.938,25.267,F12199612051248.WB.OIS.vis.tif,255,1212,F121996,12,5,1248
1212,9.67E+14,82.938,25.267,F12199612051430.WB.OIS.vis.tif,4,1212,F121996,12,5,1430
1212,9.67E+14,82.938,25.267,F12199612051612.WB.OIS.vis.tif,22,1212,F121996,12,5,1612
1212,9.67E+14,82.938,25.267,F12199612061418.WB.OIS.vis.tif,6,1212,F121996,12,6,1418
1212,9.67E+14,82.938,25.267,F12199612071406.WB.OIS.vis.tif,255,1212,F121996,12,7,1406
1212,9.67E+14,82.938,25.267,F12199612081353.WB.OIS.vis.tif,255,1212,F121996,12,8,1353
1212,9.67E+14,82.938,25.267,F12199612091341.WB.OIS.vis.tif,255,1212,F121996,12,9,1341
1212,9.67E+14,82.938,25.267,F12199612091523.WB.OIS.vis.tif,0,1212,F121996,12,9,1523
1212,9.67E+14,82.938,25.267,F12199612101329.WB.OIS.vis.tif,255,1212,F121996,12,10,1329
1212,9.67E+14,82.938,25.267,F12199612101511.WB.OIS.vis.tif,22,1212,F121996,12,10,1511
1212,9.67E+14,82.938,25.267,F12199612101653.WB.OIS.vis.tif,255,1212,F121996,12,10,1653
1212,9.67E+14,82.938,25.267,F12199612111317.WB.OIS.vis.tif,255,1212,F121996,12,11,1317
1212,9.67E+14,82.938,25.267,F12199612111459.WB.OIS.vis.tif,0,1212,F121996,12,11,1459
1212,9.67E+14,82.938,25.267,F12199612111641.WB.OIS.vis.tif,255,1212,F121996,12,11,1641
1212,9.67E+14,82.938,25.267,F12199612121305.WB.OIS.vis.tif,255,1212,F121996,12,12,1305
1212,9.67E+14,82.938,25.267,F12199612121447.WB.OIS.vis.tif,14,1212,F121996,12,12,1447
1212,9.67E+14,82.938,25.267,F12199612121629.WB.OIS.vis.tif,255,1212,F121996,12,12,1629
1212,9.67E+14,82.938,25.267,F12199612131253.WB.OIS.vis.tif,255,1212,F121996,12,13,1253
1212,9.67E+14,82.938,25.267,F12199612131435.WB.OIS.vis.tif,7,1212,F121996,12,13,1435
1212,9.67E+14,82.938,25.267,F12199612131617.WB.OIS.vis.tif,20,1212,F121996,12,13,1617
1212,9.67E+14,82.938,25.267,F12199612141422.WB.OIS.vis.tif,7,1212,F121996,12,14,1422
1212,9.67E+14,82.938,25.267,F12199612141604.WB.OIS.vis.tif,0,1212,F121996,12,14,1604
1212,9.67E+14,82.938,25.267,F12199612151410.WB.OIS.vis.tif,2,1212,F121996,12,15,1410
1212,9.67E+14,82.938,25.267,F12199612161358.WB.OIS.vis.tif,255,1212,F121996,12,16,1358
1212,9.67E+14,82.938,25.267,F12199612161540.WB.OIS.vis.tif,13,1212,F121996,12,16,1540
1212,9.67E+14,82.938,25.267,F12199612161722.WB.OIS.vis.tif,255,1212,F121996,12,16,1722
1212,9.67E+14,82.938,25.267,F12199612171346.WB.OIS.vis.tif,255,1212,F121996,12,17,1346
1212,9.67E+14,82.938,25.267,F12199612171528.WB.OIS.vis.tif,10,1212,F121996,12,17,1528
1212,9.67E+14,82.938,25.267,F12199612181334.WB.OIS.vis.tif,255,1212,F121996,12,18,1334
1212,9.67E+14,82.938,25.267,F12199612181516.WB.OIS.vis.tif,7,1212,F121996,12,18,1516
1212,9.67E+14,82.938,25.267,F12199612191321.WB.OIS.vis.tif,255,1212,F121996,12,19,1321
1212,9.67E+14,82.938,25.267,F12199612191503.WB.OIS.vis.tif,6,1212,F121996,12,19,1503
1212,9.67E+14,82.938,25.267,F12199612191645.WB.OIS.vis.tif,255,1212,F121996,12,19,1645
1212,9.67E+14,82.938,25.267,F12199612201309.WB.OIS.vis.tif,255,1212,F121996,12,20,1309
1212,9.67E+14,82.938,25.267,F12199612201451.WB.OIS.vis.tif,6,1212,F121996,12,20,1451
1212,9.67E+14,82.938,25.267,F12199612201633.WB.OIS.vis.tif,255,1212,F121996,12,20,1633
1212,9.67E+14,82.938,25.267,F12199612211257.WB.OIS.vis.tif,255,1212,F121996,12,21,1257
1212,9.67E+14,82.938,25.267,F12199612211439.WB.OIS.vis.tif,8,1212,F121996,12,21,1439
1212,9.67E+14,82.938,25.267,F12199612221427.WB.OIS.vis.tif,6,1212,F121996,12,22,1427
1212,9.67E+14,82.938,25.267,F12199612231414.WB.OIS.vis.tif,9,1212,F121996,12,23,1414
1212,9.67E+14,82.938,25.267,F12199612231556.WB.OIS.vis.tif,0,1212,F121996,12,23,1556
1212,9.67E+14,82.938,25.267,F12199612241402.WB.OIS.vis.tif,255,1212,F121996,12,24,1402
1212,9.67E+14,82.938,25.267,F12199612241544.WB.OIS.vis.tif,5,1212,F121996,12,24,1544
1212,9.67E+14,82.938,25.267,F12199612251350.WB.OIS.vis.tif,255,1212,F121996,12,25,1350
1212,9.67E+14,82.938,25.267,F12199612251532.WB.OIS.vis.tif,7,1212,F121996,12,25,1532
1212,9.67E+14,82.938,25.267,F12199612261338.WB.OIS.vis.tif,255,1212,F121996,12,26,1338
1212,9.67E+14,82.938,25.267,F12199612261520.WB.OIS.vis.tif,8,1212,F121996,12,26,1520
