A,B,Longitude,Latitude,Satellite,Value,G,H,I,J,K
1212,9.67E+14,82.938,25.267,F10199301011215.WB.OIS.vis.tif,255,1212,F101993,1,1,1215
1212,9.67E+14,82.938,25.267,F10199301011249.WB.OIS.vis.tif,255,1212,F101993,1,1,1249
1212,9.67E+14,82.938,25.267,F10199301011356.WB.OIS.vis.tif,7,1212,F101993,1,1,1356
1212,9.67E+14,82.938,25.267,F10199301011429.WB.OIS.vis.tif,7,1212,F101993,1,1,1429
1212,9.67E+14,82.938,25.267,F10199301011536.WB.OIS.vis.tif,255,1212,F101993,1,1,1536
1212,9.67E+14,82.938,25.267,F10199301011610.WB.OIS.vis.tif,255,1212,F101993,1,1,1610
1212,9.67E+14,82.938,25.267,F10199301031253.WB.OIS.vis.tif,255,1212,F101993,1,3,1253
1212,9.67E+14,82.938,25.267,F10199301031326.WB.OIS.vis.tif,255,1212,F101993,1,3,1326
1212,9.67E+14,82.938,25.267,F10199301031433.WB.OIS.vis.tif,6,1212,F101993,1,3,1433
1212,9.67E+14,82.938,25.267,F10199301031507.WB.OIS.vis.tif,6,1212,F101993,1,3,1507
1212,9.67E+14,82.938,25.267,F10199301031614.WB.OIS.vis.tif,255,1212,F101993,1,3,1614
1212,9.67E+14,82.938,25.267,F10199301031648.WB.OIS.vis.tif,255,1212,F101993,1,3,1648
1212,9.67E+14,82.938,25.267,F10199301041221.WB.OIS.vis.tif,255,1212,F101993,1,4,1221
1212,9.67E+14,82.938,25.267,F10199301041402.WB.OIS.vis.tif,5,1212,F101993,1,4,1402
1212,9.67E+14,82.938,25.267,F10199301041543.WB.OIS.vis.tif,255,1212,F101993,1,4,1543
1212,9.67E+14,82.938,25.267,F10199301051330.WB.OIS.vis.tif,7,1212,F101993,1,5,1330
1212,9.67E+14,82.938,25.267,F10199301061259.WB.OIS.vis.tif,255,1212,F101993,1,6,1259
1212,9.67E+14,82.938,25.267,F10199301061440.WB.OIS.vis.tif,10,1212,F101993,1,6,1440
1212,9.67E+14,82.938,25.267,F10199301061620.WB.OIS.vis.tif,255,1212,F101993,1,6,1620
1212,9.67E+14,82.938,25.267,F10199301071227.WB.OIS.vis.tif,255,1212,F101993,1,7,1227
1212,9.67E+14,82.938,25.267,F10199301081156.WB.OIS.vis.tif,255,1212,F101993,1,8,1156
1212,9.67E+14,82.938,25.267,F10199301081337.WB.OIS.vis.tif,15,1212,F101993,1,8,1337
1212,9.67E+14,82.938,25.267,F10199301081517.WB.OIS.vis.tif,16,1212,F101993,1,8,1517
1212,9.67E+14,82.938,25.267,F10199301091305.WB.OIS.vis.tif,255,1212,F101993,1,9,1305
1212,9.67E+14,82.938,25.267,F10199301091446.WB.OIS.vis.tif,24,1212,F101993,1,9,1446
1212,9.67E+14,82.938,25.267,F10199301091626.WB.OIS.vis.tif,255,1212,F101993,1,9,1626
1212,9.67E+14,82.938,25.267,F10199301101234.WB.OIS.vis.tif,255,1212,F101993,1,10,1234
1212,9.67E+14,82.938,25.267,F10199301101414.WB.OIS.vis.tif,6,1212,F101993,1,10,1414
1212,9.67E+14,82.938,25.267,F10199301111202.WB.OIS.vis.tif,255,1212,F101993,1,11,1202
1212,9.67E+14,82.938,25.267,F10199301111343.WB.OIS.vis.tif,7,1212,F101993,1,11,1343
1212,9.67E+14,82.938,25.267,F10199301111523.WB.OIS.vis.tif,255,1212,F101993,1,11,1523
1212,9.67E+14,82.938,25.267,F10199301121311.WB.OIS.vis.tif,255,1212,F101993,1,12,1311
1212,9.67E+14,82.938,25.267,F10199301121452.WB.OIS.vis.tif,8,1212,F101993,1,12,1452
1212,9.67E+14,82.938,25.267,F10199301131240.WB.OIS.vis.tif,255,1212,F101993,1,13,1240
1212,9.67E+14,82.938,25.267,F10199301131420.WB.OIS.vis.tif,7,1212,F101993,1,13,1420
1212,9.67E+14,82.938,25.267,F10199301131601.WB.OIS.vis.tif,255,1212,F101993,1,13,1601
1212,9.67E+14,82.938,25.267,F10199301141208.WB.OIS.vis.tif,255,1212,F101993,1,14,1208
1212,9.67E+14,82.938,25.267,F10199301141349.WB.OIS.vis.tif,12,1212,F101993,1,14,1349
1212,9.67E+14,82.938,25.267,F10199301141529.WB.OIS.vis.tif,255,1212,F101993,1,14,1529
1212,9.67E+14,82.938,25.267,F10199301151317.WB.OIS.vis.tif,7,1212,F101993,1,15,1317
1212,9.67E+14,82.938,25.267,F10199301151458.WB.OIS.vis.tif,12,1212,F101993,1,15,1458
1212,9.67E+14,82.938,25.267,F10199301161246.WB.OIS.vis.tif,255,1212,F101993,1,16,1246
1212,9.67E+14,82.938,25.267,F10199301161607.WB.OIS.vis.tif,255,1212,F101993,1,16,1607
1212,9.67E+14,82.938,25.267,F10199301171214.WB.OIS.vis.tif,255,1212,F101993,1,17,1214
1212,9.67E+14,82.938,25.267,F10199301171355.WB.OIS.vis.tif,10,1212,F101993,1,17,1355
1212,9.67E+14,82.938,25.267,F10199301181323.WB.OIS.vis.tif,12,1212,F101993,1,18,1323
1212,9.67E+14,82.938,25.267,F10199301181504.WB.OIS.vis.tif,16,1212,F101993,1,18,1504
1212,9.67E+14,82.938,25.267,F10199301191252.WB.OIS.vis.tif,255,1212,F101993,1,19,1252
1212,9.67E+14,82.938,25.267,F10199301191432.WB.OIS.vis.tif,11,1212,F101993,1,19,1432
1212,9.67E+14,82.938,25.267,F10199301191613.WB.OIS.vis.tif,255,1212,F101993,1,19,1613
1212,9.67E+14,82.938,25.267,F10199301201220.WB.OIS.vis.tif,255,1212,F101993,1,20,1220
1212,9.67E+14,82.938,25.267,F10199301201401.WB.OIS.vis.tif,9,1212,F101993,1,20,1401
1212,9.67E+14,82.938,25.267,F10199301201541.WB.OIS.vis.tif,255,1212,F101993,1,20,1541
1212,9.67E+14,82.938,25.267,F10199301211329.WB.OIS.vis.tif,9,1212,F101993,1,21,1329
1212,9.67E+14,82.938,25.267,F10199301211510.WB.OIS.vis.tif,14,1212,F101993,1,21,1510
1212,9.67E+14,82.938,25.267,F10199301221258.WB.OIS.vis.tif,255,1212,F101993,1,22,1258
1212,9.67E+14,82.938,25.267,F10199301221438.WB.OIS.vis.tif,11,1212,F101993,1,22,1438
1212,9.67E+14,82.938,25.267,F10199301221619.WB.OIS.vis.tif,255,1212,F101993,1,22,1619
1212,9.67E+14,82.938,25.267,F10199301231226.WB.OIS.vis.tif,255,1212,F101993,1,23,1226
1212,9.67E+14,82.938,25.267,F10199301231407.WB.OIS.vis.tif,6,1212,F101993,1,23,1407
1212,9.67E+14,82.938,25.267,F10199301231548.WB.OIS.vis.tif,255,1212,F101993,1,23,1548
1212,9.67E+14,82.938,25.267,F10199301241155.WB.OIS.vis.tif,255,1212,F101993,1,24,1155
1212,9.67E+14,82.938,25.267,F10199301241335.WB.OIS.vis.tif,6,1212,F101993,1,24,1335
1212,9.67E+14,82.938,25.267,F10199301241516.WB.OIS.vis.tif,16,1212,F101993,1,24,1516
1212,9.67E+14,82.938,25.267,F10199301271201.WB.OIS.vis.tif,255,1212,F101993,1,27,1201
1212,9.67E+14,82.938,25.267,F10199301271341.WB.OIS.vis.tif,2,1212,F101993,1,27,1341
1212,9.67E+14,82.938,25.267,F10199301271522.WB.OIS.vis.tif,46,1212,F101993,1,27,1522
1212,9.67E+14,82.938,25.267,F10199301281310.WB.OIS.vis.tif,255,1212,F101993,1,28,1310
1212,9.67E+14,82.938,25.267,F10199301281451.WB.OIS.vis.tif,7,1212,F101993,1,28,1451
1212,9.67E+14,82.938,25.267,F10199301281631.WB.OIS.vis.tif,255,1212,F101993,1,28,1631
1212,9.67E+14,82.938,25.267,F10199301291600.WB.OIS.vis.tif,255,1212,F101993,1,29,1600
1212,9.67E+14,82.938,25.267,F10199301301207.WB.OIS.vis.tif,255,1212,F101993,1,30,1207
1212,9.67E+14,82.938,25.267,F10199301301348.WB.OIS.vis.tif,0,1212,F101993,1,30,1348
1212,9.67E+14,82.938,25.267,F10199301301528.WB.OIS.vis.tif,255,1212,F101993,1,30,1528
1212,9.67E+14,82.938,25.267,F10199301311316.WB.OIS.vis.tif,0,1212,F101993,1,31,1316
1212,9.67E+14,82.938,25.267,F10199301311457.WB.OIS.vis.tif,12,1212,F101993,1,31,1457
1212,9.67E+14,82.938,25.267,F10199302011316.WB.OIS.vis.tif,255,1212,F101993,2,1,1316
1212,9.67E+14,82.938,25.267,F10199302011456.WB.OIS.vis.tif,7,1212,F101993,2,1,1456
1212,9.67E+14,82.938,25.267,F10199302011637.WB.OIS.vis.tif,255,1212,F101993,2,1,1637
1212,9.67E+14,82.938,25.267,F10199302021244.WB.OIS.vis.tif,255,1212,F101993,2,2,1244
1212,9.67E+14,82.938,25.267,F10199302021425.WB.OIS.vis.tif,6,1212,F101993,2,2,1425
1212,9.67E+14,82.938,25.267,F10199302021605.WB.OIS.vis.tif,255,1212,F101993,2,2,1605
1212,9.67E+14,82.938,25.267,F10199302031353.WB.OIS.vis.tif,6,1212,F101993,2,3,1353
1212,9.67E+14,82.938,25.267,F10199302031534.WB.OIS.vis.tif,0,1212,F101993,2,3,1534
1212,9.67E+14,82.938,25.267,F10199302041321.WB.OIS.vis.tif,255,1212,F101993,2,4,1321
1212,9.67E+14,82.938,25.267,F10199302041502.WB.OIS.vis.tif,7,1212,F101993,2,4,1502
1212,9.67E+14,82.938,25.267,F10199302041643.WB.OIS.vis.tif,255,1212,F101993,2,4,1643
1212,9.67E+14,82.938,25.267,F10199302051250.WB.OIS.vis.tif,255,1212,F101993,2,5,1250
1212,9.67E+14,82.938,25.267,F10199302051430.WB.OIS.vis.tif,7,1212,F101993,2,5,1430
1212,9.67E+14,82.938,25.267,F10199302051611.WB.OIS.vis.tif,255,1212,F101993,2,5,1611
1212,9.67E+14,82.938,25.267,F10199302061359.WB.OIS.vis.tif,11,1212,F101993,2,6,1359
1212,9.67E+14,82.938,25.267,F10199302061539.WB.OIS.vis.tif,8,1212,F101993,2,6,1539
1212,9.67E+14,82.938,25.267,F10199302081255.WB.OIS.vis.tif,255,1212,F101993,2,8,1255
1212,9.67E+14,82.938,25.267,F10199302081436.WB.OIS.vis.tif,11,1212,F101993,2,8,1436
1212,9.67E+14,82.938,25.267,F10199302091404.WB.OIS.vis.tif,7,1212,F101993,2,9,1404
1212,9.67E+14,82.938,25.267,F10199302091545.WB.OIS.vis.tif,31,1212,F101993,2,9,1545
1212,9.67E+14,82.938,25.267,F10199302121551.WB.OIS.vis.tif,13,1212,F101993,2,12,1551
1212,9.67E+14,82.938,25.267,F10199302141307.WB.OIS.vis.tif,255,1212,F101993,2,14,1307
1212,9.67E+14,82.938,25.267,F10199302141447.WB.OIS.vis.tif,10,1212,F101993,2,14,1447
1212,9.67E+14,82.938,25.267,F10199302141628.WB.OIS.vis.tif,255,1212,F101993,2,14,1628
1212,9.67E+14,82.938,25.267,F10199302151235.WB.OIS.vis.tif,255,1212,F101993,2,15,1235
1212,9.67E+14,82.938,25.267,F10199302151416.WB.OIS.vis.tif,10,1212,F101993,2,15,1416
1212,9.67E+14,82.938,25.267,F10199302151556.WB.OIS.vis.tif,255,1212,F101993,2,15,1556
1212,9.67E+14,82.938,25.267,F10199302161344.WB.OIS.vis.tif,255,1212,F101993,2,16,1344
1212,9.67E+14,82.938,25.267,F10199302161525.WB.OIS.vis.tif,7,1212,F101993,2,16,1525
1212,9.67E+14,82.938,25.267,F10199302161705.WB.OIS.vis.tif,255,1212,F101993,2,16,1705
1212,9.67E+14,82.938,25.267,F10199302171453.WB.OIS.vis.tif,13,1212,F101993,2,17,1453
1212,9.67E+14,82.938,25.267,F10199302171634.WB.OIS.vis.tif,255,1212,F101993,2,17,1634
1212,9.67E+14,82.938,25.267,F10199302181421.WB.OIS.vis.tif,13,1212,F101993,2,18,1421
1212,9.67E+14,82.938,25.267,F10199302181602.WB.OIS.vis.tif,255,1212,F101993,2,18,1602
1212,9.67E+14,82.938,25.267,F10199302191350.WB.OIS.vis.tif,8,1212,F101993,2,19,1350
1212,9.67E+14,82.938,25.267,F10199302191530.WB.OIS.vis.tif,11,1212,F101993,2,19,1530
1212,9.67E+14,82.938,25.267,F10199302201318.WB.OIS.vis.tif,255,1212,F101993,2,20,1318
1212,9.67E+14,82.938,25.267,F10199302201458.WB.OIS.vis.tif,11,1212,F101993,2,20,1458
1212,9.67E+14,82.938,25.267,F10199302201639.WB.OIS.vis.tif,255,1212,F101993,2,20,1639
1212,9.67E+14,82.938,25.267,F10199302211246.WB.OIS.vis.tif,255,1212,F101993,2,21,1246
1212,9.67E+14,82.938,25.267,F10199302211427.WB.OIS.vis.tif,17,1212,F101993,2,21,1427
1212,9.67E+14,82.938,25.267,F10199302211607.WB.OIS.vis.tif,255,1212,F101993,2,21,1607
1212,9.67E+14,82.938,25.267,F10199302221355.WB.OIS.vis.tif,12,1212,F101993,2,22,1355
1212,9.67E+14,82.938,25.267,F10199302221536.WB.OIS.vis.tif,9,1212,F101993,2,22,1536
1212,9.67E+14,82.938,25.267,F10199302231323.WB.OIS.vis.tif,255,1212,F101993,2,23,1323
1212,9.67E+14,82.938,25.267,F10199302241252.WB.OIS.vis.tif,255,1212,F101993,2,24,1252
1212,9.67E+14,82.938,25.267,F10199302241432.WB.OIS.vis.tif,10,1212,F101993,2,24,1432
1212,9.67E+14,82.938,25.267,F10199302241613.WB.OIS.vis.tif,255,1212,F101993,2,24,1613
1212,9.67E+14,82.938,25.267,F10199302251401.WB.OIS.vis.tif,6,1212,F101993,2,25,1401
1212,9.67E+14,82.938,25.267,F10199302251541.WB.OIS.vis.tif,9,1212,F101993,2,25,1541
1212,9.67E+14,82.938,25.267,F10199302261650.WB.OIS.vis.tif,255,1212,F101993,2,26,1650
1212,9.67E+14,82.938,25.267,F10199302271257.WB.OIS.vis.tif,255,1212,F101993,2,27,1257
1212,9.67E+14,82.938,25.267,F10199302271438.WB.OIS.vis.tif,17,1212,F101993,2,27,1438
1212,9.67E+14,82.938,25.267,F10199302271619.WB.OIS.vis.tif,255,1212,F101993,2,27,1619
1212,9.67E+14,82.938,25.267,F10199302281406.WB.OIS.vis.tif,12,1212,F101993,2,28,1406
1212,9.67E+14,82.938,25.267,F10199302281547.WB.OIS.vis.tif,7,1212,F101993,2,28,1547
1212,9.67E+14,82.938,25.267,F10199303011335.WB.OIS.vis.tif,255,1212,F101993,3,1,1335
1212,9.67E+14,82.938,25.267,F10199303011515.WB.OIS.vis.tif,12,1212,F101993,3,1,1515
1212,9.67E+14,82.938,25.267,F10199303011656.WB.OIS.vis.tif,255,1212,F101993,3,1,1656
1212,9.67E+14,82.938,25.267,F10199303021303.WB.OIS.vis.tif,255,1212,F101993,3,2,1303
1212,9.67E+14,82.938,25.267,F10199303021444.WB.OIS.vis.tif,5,1212,F101993,3,2,1444
1212,9.67E+14,82.938,25.267,F10199303021624.WB.OIS.vis.tif,255,1212,F101993,3,2,1624
1212,9.67E+14,82.938,25.267,F10199303031231.WB.OIS.vis.tif,255,1212,F101993,3,3,1231
1212,9.67E+14,82.938,25.267,F10199303031412.WB.OIS.vis.tif,18,1212,F101993,3,3,1412
1212,9.67E+14,82.938,25.267,F10199303031552.WB.OIS.vis.tif,255,1212,F101993,3,3,1552
1212,9.67E+14,82.938,25.267,F10199303041313.WB.OIS.vis.tif,255,1212,F101993,3,4,1313
1212,9.67E+14,82.938,25.267,F10199303041453.WB.OIS.vis.tif,4,1212,F101993,3,4,1453
1212,9.67E+14,82.938,25.267,F10199303051241.WB.OIS.vis.tif,255,1212,F101993,3,5,1241
1212,9.67E+14,82.938,25.267,F10199303051603.WB.OIS.vis.tif,255,1212,F101993,3,5,1603
1212,9.67E+14,82.938,25.267,F10199303061210.WB.OIS.vis.tif,255,1212,F101993,3,6,1210
1212,9.67E+14,82.938,25.267,F10199303061350.WB.OIS.vis.tif,7,1212,F101993,3,6,1350
1212,9.67E+14,82.938,25.267,F10199303061531.WB.OIS.vis.tif,255,1212,F101993,3,6,1531
1212,9.67E+14,82.938,25.267,F10199303071319.WB.OIS.vis.tif,255,1212,F101993,3,7,1319
1212,9.67E+14,82.938,25.267,F10199303071459.WB.OIS.vis.tif,8,1212,F101993,3,7,1459
1212,9.67E+14,82.938,25.267,F10199303081608.WB.OIS.vis.tif,255,1212,F101993,3,8,1608
1212,9.67E+14,82.938,25.267,F10199303091216.WB.OIS.vis.tif,255,1212,F101993,3,9,1216
1212,9.67E+14,82.938,25.267,F10199303091356.WB.OIS.vis.tif,14,1212,F101993,3,9,1356
1212,9.67E+14,82.938,25.267,F10199303091537.WB.OIS.vis.tif,255,1212,F101993,3,9,1537
1212,9.67E+14,82.938,25.267,F10199303101325.WB.OIS.vis.tif,255,1212,F101993,3,10,1325
1212,9.67E+14,82.938,25.267,F10199303101505.WB.OIS.vis.tif,16,1212,F101993,3,10,1505
1212,9.67E+14,82.938,25.267,F10199303111253.WB.OIS.vis.tif,255,1212,F101993,3,11,1253
1212,9.67E+14,82.938,25.267,F10199303111434.WB.OIS.vis.tif,7,1212,F101993,3,11,1434
1212,9.67E+14,82.938,25.267,F10199303111614.WB.OIS.vis.tif,255,1212,F101993,3,11,1614
1212,9.67E+14,82.938,25.267,F10199303121222.WB.OIS.vis.tif,255,1212,F101993,3,12,1222
1212,9.67E+14,82.938,25.267,F10199303131331.WB.OIS.vis.tif,8,1212,F101993,3,13,1331
1212,9.67E+14,82.938,25.267,F10199303131511.WB.OIS.vis.tif,13,1212,F101993,3,13,1511
1212,9.67E+14,82.938,25.267,F10199303141259.WB.OIS.vis.tif,255,1212,F101993,3,14,1259
1212,9.67E+14,82.938,25.267,F10199303141440.WB.OIS.vis.tif,15,1212,F101993,3,14,1440
1212,9.67E+14,82.938,25.267,F10199303141620.WB.OIS.vis.tif,255,1212,F101993,3,14,1620
1212,9.67E+14,82.938,25.267,F10199303161337.WB.OIS.vis.tif,12,1212,F101993,3,16,1337
1212,9.67E+14,82.938,25.267,F10199303161517.WB.OIS.vis.tif,38,1212,F101993,3,16,1517
1212,9.67E+14,82.938,25.267,F10199303171305.WB.OIS.vis.tif,255,1212,F101993,3,17,1305
1212,9.67E+14,82.938,25.267,F10199303171446.WB.OIS.vis.tif,10,1212,F101993,3,17,1446
1212,9.67E+14,82.938,25.267,F10199303171626.WB.OIS.vis.tif,255,1212,F101993,3,17,1626
1212,9.67E+14,82.938,25.267,F10199303181234.WB.OIS.vis.tif,255,1212,F101993,3,18,1234
1212,9.67E+14,82.938,25.267,F10199303181414.WB.OIS.vis.tif,12,1212,F101993,3,18,1414
1212,9.67E+14,82.938,25.267,F10199303181555.WB.OIS.vis.tif,255,1212,F101993,3,18,1555
1212,9.67E+14,82.938,25.267,F10199303191343.WB.OIS.vis.tif,11,1212,F101993,3,19,1343
1212,9.67E+14,82.938,25.267,F10199303191523.WB.OIS.vis.tif,255,1212,F101993,3,19,1523
1212,9.67E+14,82.938,25.267,F10199303201311.WB.OIS.vis.tif,255,1212,F101993,3,20,1311
1212,9.67E+14,82.938,25.267,F10199303201452.WB.OIS.vis.tif,6,1212,F101993,3,20,1452
1212,9.67E+14,82.938,25.267,F10199303211240.WB.OIS.vis.tif,255,1212,F101993,3,21,1240
1212,9.67E+14,82.938,25.267,F10199303211420.WB.OIS.vis.tif,11,1212,F101993,3,21,1420
1212,9.67E+14,82.938,25.267,F10199303211601.WB.OIS.vis.tif,255,1212,F101993,3,21,1601
1212,9.67E+14,82.938,25.267,F10199303221349.WB.OIS.vis.tif,10,1212,F101993,3,22,1349
1212,9.67E+14,82.938,25.267,F10199303221529.WB.OIS.vis.tif,255,1212,F101993,3,22,1529
1212,9.67E+14,82.938,25.267,F10199303231317.WB.OIS.vis.tif,255,1212,F101993,3,23,1317
1212,9.67E+14,82.938,25.267,F10199303231458.WB.OIS.vis.tif,12,1212,F101993,3,23,1458
1212,9.67E+14,82.938,25.267,F10199303241245.WB.OIS.vis.tif,255,1212,F101993,3,24,1245
1212,9.67E+14,82.938,25.267,F10199303241426.WB.OIS.vis.tif,19,1212,F101993,3,24,1426
1212,9.67E+14,82.938,25.267,F10199303251214.WB.OIS.vis.tif,255,1212,F101993,3,25,1214
1212,9.67E+14,82.938,25.267,F10199303251355.WB.OIS.vis.tif,13,1212,F101993,3,25,1355
1212,9.67E+14,82.938,25.267,F10199303251535.WB.OIS.vis.tif,255,1212,F101993,3,25,1535
1212,9.67E+14,82.938,25.267,F10199303271251.WB.OIS.vis.tif,255,1212,F101993,3,27,1251
1212,9.67E+14,82.938,25.267,F10199303271432.WB.OIS.vis.tif,10,1212,F101993,3,27,1432
1212,9.67E+14,82.938,25.267,F10199303271613.WB.OIS.vis.tif,255,1212,F101993,3,27,1613
1212,9.67E+14,82.938,25.267,F10199303281220.WB.OIS.vis.tif,255,1212,F101993,3,28,1220
1212,9.67E+14,82.938,25.267,F10199303281400.WB.OIS.vis.tif,14,1212,F101993,3,28,1400
1212,9.67E+14,82.938,25.267,F10199303281541.WB.OIS.vis.tif,255,1212,F101993,3,28,1541
1212,9.67E+14,82.938,25.267,F10199303291329.WB.OIS.vis.tif,255,1212,F101993,3,29,1329
1212,9.67E+14,82.938,25.267,F10199303301257.WB.OIS.vis.tif,255,1212,F101993,3,30,1257
1212,9.67E+14,82.938,25.267,F10199303301438.WB.OIS.vis.tif,6,1212,F101993,3,30,1438
1212,9.67E+14,82.938,25.267,F10199303301619.WB.OIS.vis.tif,255,1212,F101993,3,30,1619
1212,9.67E+14,82.938,25.267,F10199304011358.WB.OIS.vis.tif,9,1212,F101993,4,1,1358
1212,9.67E+14,82.938,25.267,F10199304021327.WB.OIS.vis.tif,255,1212,F101993,4,2,1327
1212,9.67E+14,82.938,25.267,F10199304021507.WB.OIS.vis.tif,8,1212,F101993,4,2,1507
1212,9.67E+14,82.938,25.267,F10199304021648.WB.OIS.vis.tif,255,1212,F101993,4,2,1648
1212,9.67E+14,82.938,25.267,F10199304031255.WB.OIS.vis.tif,255,1212,F101993,4,3,1255
1212,9.67E+14,82.938,25.267,F10199304031436.WB.OIS.vis.tif,7,1212,F101993,4,3,1436
1212,9.67E+14,82.938,25.267,F10199304031616.WB.OIS.vis.tif,255,1212,F101993,4,3,1616
1212,9.67E+14,82.938,25.267,F10199304041404.WB.OIS.vis.tif,8,1212,F101993,4,4,1404
1212,9.67E+14,82.938,25.267,F10199304041545.WB.OIS.vis.tif,255,1212,F101993,4,4,1545
1212,9.67E+14,82.938,25.267,F10199304051332.WB.OIS.vis.tif,255,1212,F101993,4,5,1332
1212,9.67E+14,82.938,25.267,F10199304051513.WB.OIS.vis.tif,9,1212,F101993,4,5,1513
1212,9.67E+14,82.938,25.267,F10199304061301.WB.OIS.vis.tif,255,1212,F101993,4,6,1301
1212,9.67E+14,82.938,25.267,F10199304061441.WB.OIS.vis.tif,9,1212,F101993,4,6,1441
1212,9.67E+14,82.938,25.267,F10199304061622.WB.OIS.vis.tif,255,1212,F101993,4,6,1622
1212,9.67E+14,82.938,25.267,F10199304071550.WB.OIS.vis.tif,255,1212,F101993,4,7,1550
1212,9.67E+14,82.938,25.267,F10199304091306.WB.OIS.vis.tif,255,1212,F101993,4,9,1306
1212,9.67E+14,82.938,25.267,F10199304091447.WB.OIS.vis.tif,7,1212,F101993,4,9,1447
1212,9.67E+14,82.938,25.267,F10199304091627.WB.OIS.vis.tif,255,1212,F101993,4,9,1627
1212,9.67E+14,82.938,25.267,F10199304101234.WB.OIS.vis.tif,255,1212,F101993,4,10,1234
1212,9.67E+14,82.938,25.267,F10199304101415.WB.OIS.vis.tif,10,1212,F101993,4,10,1415
1212,9.67E+14,82.938,25.267,F10199304101556.WB.OIS.vis.tif,255,1212,F101993,4,10,1556
1212,9.67E+14,82.938,25.267,F10199304111343.WB.OIS.vis.tif,255,1212,F101993,4,11,1343
1212,9.67E+14,82.938,25.267,F10199304111524.WB.OIS.vis.tif,7,1212,F101993,4,11,1524
1212,9.67E+14,82.938,25.267,F10199304121312.WB.OIS.vis.tif,255,1212,F101993,4,12,1312
1212,9.67E+14,82.938,25.267,F10199304121452.WB.OIS.vis.tif,8,1212,F101993,4,12,1452
1212,9.67E+14,82.938,25.267,F10199304121633.WB.OIS.vis.tif,255,1212,F101993,4,12,1633
1212,9.67E+14,82.938,25.267,F10199304141349.WB.OIS.vis.tif,255,1212,F101993,4,14,1349
1212,9.67E+14,82.938,25.267,F10199304141530.WB.OIS.vis.tif,11,1212,F101993,4,14,1530
1212,9.67E+14,82.938,25.267,F10199304151317.WB.OIS.vis.tif,255,1212,F101993,4,15,1317
1212,9.67E+14,82.938,25.267,F10199304151458.WB.OIS.vis.tif,13,1212,F101993,4,15,1458
1212,9.67E+14,82.938,25.267,F10199304151638.WB.OIS.vis.tif,255,1212,F101993,4,15,1638
1212,9.67E+14,82.938,25.267,F10199304191432.WB.OIS.vis.tif,11,1212,F101993,4,19,1432
1212,9.67E+14,82.938,25.267,F10199304191612.WB.OIS.vis.tif,255,1212,F101993,4,19,1612
1212,9.67E+14,82.938,25.267,F10199304201400.WB.OIS.vis.tif,23,1212,F101993,4,20,1400
1212,9.67E+14,82.938,25.267,F10199304201541.WB.OIS.vis.tif,11,1212,F101993,4,20,1541
1212,9.67E+14,82.938,25.267,F10199304211328.WB.OIS.vis.tif,255,1212,F101993,4,21,1328
1212,9.67E+14,82.938,25.267,F10199304211509.WB.OIS.vis.tif,15,1212,F101993,4,21,1509
1212,9.67E+14,82.938,25.267,F10199304221257.WB.OIS.vis.tif,255,1212,F101993,4,22,1257
1212,9.67E+14,82.938,25.267,F10199304221618.WB.OIS.vis.tif,255,1212,F101993,4,22,1618
1212,9.67E+14,82.938,25.267,F10199304231546.WB.OIS.vis.tif,255,1212,F101993,4,23,1546
1212,9.67E+14,82.938,25.267,F10199304241334.WB.OIS.vis.tif,255,1212,F101993,4,24,1334
1212,9.67E+14,82.938,25.267,F10199304241514.WB.OIS.vis.tif,13,1212,F101993,4,24,1514
1212,9.67E+14,82.938,25.267,F10199304251302.WB.OIS.vis.tif,255,1212,F101993,4,25,1302
1212,9.67E+14,82.938,25.267,F10199304251443.WB.OIS.vis.tif,15,1212,F101993,4,25,1443
1212,9.67E+14,82.938,25.267,F10199304251623.WB.OIS.vis.tif,255,1212,F101993,4,25,1623
1212,9.67E+14,82.938,25.267,F10199304261231.WB.OIS.vis.tif,255,1212,F101993,4,26,1231
1212,9.67E+14,82.938,25.267,F10199304261411.WB.OIS.vis.tif,13,1212,F101993,4,26,1411
1212,9.67E+14,82.938,25.267,F10199304261552.WB.OIS.vis.tif,255,1212,F101993,4,26,1552
1212,9.67E+14,82.938,25.267,F10199304271339.WB.OIS.vis.tif,255,1212,F101993,4,27,1339
1212,9.67E+14,82.938,25.267,F10199304271520.WB.OIS.vis.tif,11,1212,F101993,4,27,1520
1212,9.67E+14,82.938,25.267,F10199304281308.WB.OIS.vis.tif,255,1212,F101993,4,28,1308
1212,9.67E+14,82.938,25.267,F10199304281448.WB.OIS.vis.tif,8,1212,F101993,4,28,1448
1212,9.67E+14,82.938,25.267,F10199304281629.WB.OIS.vis.tif,255,1212,F101993,4,28,1629
1212,9.67E+14,82.938,25.267,F10199304301345.WB.OIS.vis.tif,255,1212,F101993,4,30,1345
1212,9.67E+14,82.938,25.267,F10199304301526.WB.OIS.vis.tif,12,1212,F101993,4,30,1526
1212,9.67E+14,82.938,25.267,F10199305021603.WB.OIS.vis.tif,255,1212,F101993,5,2,1603
1212,9.67E+14,82.938,25.267,F10199305031351.WB.OIS.vis.tif,11,1212,F101993,5,3,1351
1212,9.67E+14,82.938,25.267,F10199305031531.WB.OIS.vis.tif,9,1212,F101993,5,3,1531
1212,9.67E+14,82.938,25.267,F10199305041319.WB.OIS.vis.tif,255,1212,F101993,5,4,1319
